contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,expirationDate,days_to_expire,time_to_expire_years,underlyingPrice,moneyness
AMZN260211C00175000,2026-02-10 16:28:54+00:00,175.0,35.19,28.3,28.6,0.0,0.0,2.0,8.0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,203.7899932861328,1.1645142473493304
AMZN260211C00180000,2026-02-11 16:57:00+00:00,180.0,22.68,23.4,23.65,-6.8199997,-23.118645,21.0,29.0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,203.7899932861328,1.1321666293674044
AMZN260211C00182500,2026-02-11 14:53:47+00:00,182.5,23.3,20.9,21.1,-0.80000114,-3.319507,1.0,,1.0000000000000003e-05,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,203.7899932861328,1.116657497458262
AMZN260211C00185000,2026-02-11 15:57:36+00:00,185.0,17.9,18.55,18.8,-7.6000004,-29.803925,10.0,21.0,0.70312796875,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,203.7899932861328,1.1015675312763935
AMZN260211C00190000,2026-02-11 17:12:33+00:00,190.0,13.05,13.4,13.65,-4.9000006,-27.298052,1.0,17.0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,203.7899932861328,1.072578912032278
AMZN260211C00192500,2026-02-11 16:26:11+00:00,192.5,12.0,10.7,11.35,-4.0,-25.0,1.0,23.0,0.5644574804687501,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,203.7899932861328,1.0586493157721184
AMZN260211C00195000,2026-02-11 15:11:43+00:00,195.0,10.29,8.35,8.75,-2.4099998,-18.976377,356.0,418.0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,203.7899932861328,1.045076888646835
AMZN260211C00197500,2026-02-11 17:10:25+00:00,197.5,6.7,5.7,6.15,-3.54,-34.570312,149.0,147.0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,203.7899932861328,1.0318480672715586
AMZN260211C00200000,2026-02-11 17:25:59+00:00,200.0,3.55,3.55,3.7,-3.55,-50.0,2514.0,1518.0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,203.7899932861328,1.018949966430664
AMZN260211C00202500,2026-02-11 17:26:40+00:00,202.5,1.43,1.42,1.46,-3.4700003,-70.81633,7447.0,983.0,0.143563251953125,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,203.7899932861328,1.0063703372154706
