contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,expirationDate,days_to_expire,time_to_expire_years,underlyingPrice,moneyness
AAPL260211C00185000,2026-01-30 15:12:47+00:00,185.0,72.25,92.9,95.8,0.0,0.0,,0,4.876957028808593,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,279.510009765625,1.510864917652027
AAPL260211C00205000,2026-02-06 18:41:39+00:00,205.0,72.32,72.9,75.7,0.0,0.0,1.0,0,3.783203666992188,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,279.510009765625,1.3634634622713415
AAPL260211C00210000,2026-02-05 18:08:03+00:00,210.0,64.75,67.95,70.7,0.0,0.0,,0,3.541016772460937,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,279.510009765625,1.331000046502976
AAPL260211C00225000,2026-02-10 20:33:05+00:00,225.0,50.58,52.9,54.95,1.5,3.0562346,1.0,2,2.3105510986328124,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,279.510009765625,1.2422667100694444
AAPL260211C00230000,2026-02-06 14:30:05+00:00,230.0,47.9,48.35,49.95,0.0,0.0,6.0,1,2.113285966796875,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,279.510009765625,1.2152609120244566
AAPL260211C00232500,2026-02-03 14:50:11+00:00,232.5,37.05,45.5,48.25,0.0,0.0,,0,2.5195349511718748,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,279.510009765625,1.202193590389785
AAPL260211C00235000,2026-02-04 20:55:00+00:00,235.0,42.15,42.9,45.75,0.0,0.0,3.0,0,2.405277424316406,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,279.510009765625,1.189404296875
AAPL260211C00237500,2026-02-10 20:48:20+00:00,237.5,36.44,40.4,43.25,0.0,0.0,2.0,1,2.291019897460937,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,279.510009765625,1.1768842516447369
AAPL260211C00240000,2026-02-10 20:48:20+00:00,240.0,34.03,37.95,40.55,0.0,0.0,2.0,1,2.0830126049804685,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,279.510009765625,1.1646250406901042
AAPL260211C00242500,2026-02-11 16:13:18+00:00,242.5,36.71,35.4,38.25,14.509998,65.36035,2.0,0,2.064457963867187,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,279.510009765625,1.1526185969716496
AAPL260211C00245000,2026-02-11 16:13:18+00:00,245.0,34.27,32.9,35.8,6.08,21.567932,2.0,51,1.9716798291015625,True,REGULAR,USD,call,2026-02-11,-1,-0.0027397260273972603,279.510009765625,1.1408571827168368
